1	28.7	61.0	67.8	交易明細
1	436.4	533.3	81.2	列印日期時間：2026/09/04
1	537.3	569.6	81.2	15:12:28
1	81.2	167.3	103.4	統一編號/戶名83684417
1	171.4	219.8	103.4	安幸有限公司
1	117.5	264.2	114.2	帳號元大中崙-綜合活期-20992000170564
1	101.4	219.8	124.9	查詢期間2026/09/03~2026/09/04
1	117.5	151.2	135.7	幣別臺幣
1	34.1	50.3	154.5	序號
1	71.1	95.3	154.5	交易日
1	119.6	143.8	154.5	帳務日
1	171.4	203.7	154.5	交易說明
1	234.6	266.9	154.5	交易行庫
1	297.8	330.1	154.5	支出金額
1	361.1	393.4	154.5	存入金額
1	424.3	456.6	154.5	帳面餘額
1	494.9	543.4	154.5	備註票據號碼
1	265.5	281.7	165.3	總計
1	340.9	344.9	165.3	0
1	404.1	408.2	165.3	0
1	32.1	346.9	184.1	1.本表係存戶自本行企業網路銀行查詢、列印，實際交易資料以本行留存為準，本
1	32.1	172.0	194.9	表不作為餘額證明或往來憑證之用。
1	32.1	198.3	205.7	2.若需確認交易資料，請洽往來分行辦理。
1	466.0	526.6	231.2	2026/09/04
1	32.8	73.1	303.9	注意事項：
1	37.5	45.6	317.3	1.
1	52.3	314.7	316.7	使用者若未具有餘額查詢權限者，其帳號可用餘額及帳面餘額以***顯示。
1	37.5	45.6	326.8	2.
1	52.3	157.2	326.1	餘額若為負值即表示已透支。
